 ,Label,Mean,X,Y,Position
35,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0035-0145,0,618.500,145.500,Dorsal
36,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0036-0151,0,335.500,151.500,Dorsal
37,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0037-0151,0,355.500,151.500,Dorsal
38,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0038-0154,0,628.500,154.500,Dorsal
39,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0039-0154,0,657.500,154.500,Dorsal
40,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0040-0155,0,420.500,155.500,Dorsal
41,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0041-0156,0,483.500,156.500,Dorsal
42,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0042-0157,0,536.500,157.500,Dorsal
43,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0043-0158,0,514.500,158.500,Dorsal
44,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0044-0161,0,617.500,161.500,Dorsal
45,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0045-0161,0,671.500,161.500,Dorsal
46,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0046-0164,0,327.500,164.500,Dorsal
47,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0047-0165,0,399.500,165.500,Dorsal
48,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0048-0166,0,366.500,166.500,Dorsal
49,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0049-0166,0,490.500,166.500,Dorsal
50,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0050-0166,0,643.500,166.500,Dorsal
51,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0051-0166,0,658.500,166.500,Dorsal
52,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0052-0169,0,503.500,169.500,Dorsal
53,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0053-0169,0,526.500,169.500,Dorsal
54,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0054-0172,0,383.500,172.500,Dorsal
55,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0055-0172,0,450.500,172.500,Dorsal
56,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0056-0174,0,655.500,174.500,Dorsal
57,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0057-0175,0,480.500,175.500,Dorsal
58,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0058-0176,0,471.500,176.500,Dorsal
59,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0059-0177,0,666.500,177.500,Dorsal
60,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0060-0178,0,643.500,178.500,Dorsal
61,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0061-0181,0,331.500,181.500,Dorsal
62,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0062-0181,0,509.500,181.500,Dorsal
63,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0063-0184,0,584.500,184.500,Dorsal
64,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0064-0185,0,530.500,185.500,Dorsal
65,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0065-0186,0,352.500,186.500,Dorsal
66,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0066-0186,0,688.500,186.500,Dorsal
67,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0067-0188,0,615.500,188.500,Dorsal
68,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0068-0188,0,655.500,188.500,Dorsal
69,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0069-0189,0,287.500,189.500,Dorsal
70,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0070-0189,0,700.500,189.500,Dorsal
71,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0071-0190,0,470.500,190.500,Dorsal
72,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0072-0190,0,606.500,190.500,Dorsal
73,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0073-0192,0,639.500,192.500,Dorsal
74,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0074-0195,0,576.500,195.500,Dorsal
75,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0075-0196,0,594.500,196.500,Dorsal
76,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0076-0197,0,290.500,197.500,Dorsal
77,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0077-0197,0,309.500,197.500,Dorsal
78,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0078-0197,0,629.500,197.500,Dorsal
79,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0079-0198,0,513.500,198.500,Dorsal
80,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0080-0199,0,323.500,199.500,Dorsal
81,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0081-0204,0,610.500,204.500,Dorsal
82,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0082-0205,0,345.500,205.500,Dorsal
83,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0083-0206,0,565.500,206.500,Dorsal
84,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0084-0206,0,707.500,206.500,Dorsal
85,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0085-0208,0,581.500,208.500,Dorsal
86,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0086-0209,0,531.500,209.500,Dorsal
87,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0087-0210,0,302.500,210.500,Dorsal
88,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0088-0210,0,376.500,210.500,Dorsal
89,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0089-0212,0,598.500,212.500,Dorsal
90,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0090-0213,0,328.500,213.500,Dorsal
91,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0091-0214,0,282.500,214.500,Dorsal
92,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0092-0214,0,640.500,214.500,Dorsal
93,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0093-0215,0,363.500,215.500,Dorsal
94,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0094-0216,0,263.500,216.500,Dorsal
95,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0095-0216,0,723.500,216.500,Dorsal
96,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0096-0217,0,429.500,217.500,Dorsal
97,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0097-0218,0,347.500,218.500,Dorsal
98,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0098-0219,0,616.500,219.500,Dorsal
99,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0099-0219,0,684.500,219.500,Dorsal
100,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0100-0220,0,310.500,220.500,Dorsal
101,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0101-0220,0,702.500,220.500,Dorsal
102,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0102-0222,0,297.500,222.500,Dorsal
103,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0103-0223,0,528.500,223.500,Dorsal
104,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0104-0224,0,578.500,224.500,Dorsal
105,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0105-0224,0,658.500,224.500,Dorsal
106,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0106-0225,0,390.500,225.500,Dorsal
107,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0107-0228,0,718.500,228.500,Dorsal
108,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0108-0229,0,346.500,229.500,Dorsal
109,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0109-0232,0,501.500,232.500,Dorsal
110,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0110-0233,255,636.500,233.500,Dorsal
111,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0111-0234,0,274.500,234.500,Dorsal
112,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0112-0234,0,517.500,234.500,Dorsal
113,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0113-0235,0,611.500,235.500,Dorsal
114,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0114-0236,0,382.500,236.500,Dorsal
115,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0115-0236,0,627.500,236.500,Dorsal
116,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0116-0237,0,251.500,237.500,Dorsal
117,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0117-0237,0,529.500,237.500,Dorsal
118,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0118-0238,0,541.500,238.500,Dorsal
119,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0119-0241,0,580.500,241.500,Dorsal
120,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0120-0242,0,286.500,242.500,Dorsal
121,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0121-0242,0,306.500,242.500,Dorsal
122,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0122-0244,0,602.500,244.500,Dorsal
123,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0123-0247,0,640.500,247.500,Dorsal
124,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0124-0248,0,524.500,248.500,Dorsal
125,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0125-0252,0,746.500,252.500,Dorsal
126,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0126-0254,0,567.500,254.500,Dorsal
127,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0127-0256,0,354.500,256.500,Dorsal
128,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0128-0256,0,761.500,256.500,Dorsal
129,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0129-0259,0,776.500,259.500,Dorsal
130,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0130-0260,0,535.500,260.500,Dorsal
131,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0131-0261,0,516.500,261.500,Dorsal
132,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0132-0261,0,604.500,261.500,Dorsal
133,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0133-0261,0,655.500,261.500,Dorsal
134,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0134-0262,0,636.500,262.500,Dorsal
135,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0135-0263,0,250.500,263.500,Dorsal
136,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0136-0264,0,761.500,264.500,Dorsal
137,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0137-0267,0,234.500,267.500,Dorsal
138,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0138-0268,0,464.500,268.500,Dorsal
139,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0139-0269,0,223.500,269.500,Dorsal
140,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0140-0269,0,511.500,269.500,Dorsal
141,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0141-0269,0,578.500,269.500,Dorsal
142,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0142-0270,0,262.500,270.500,Dorsal
143,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0143-0271,0,558.500,271.500,Dorsal
144,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0144-0272,0,780.500,272.500,Dorsal
145,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0145-0273,0,425.500,273.500,Dorsal
146,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0146-0273,0,592.500,273.500,Dorsal
147,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0147-0274,0,543.500,274.500,Dorsal
148,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0148-0274,0,605.500,274.500,Dorsal
149,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0149-0275,0,241.500,275.500,Dorsal
150,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0150-0275,0,303.500,275.500,Dorsal
151,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0151-0276,0,624.500,276.500,Dorsal
152,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0152-0278,0,377.500,278.500,Dorsal
153,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0153-0281,0,569.500,281.500,Dorsal
154,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0154-0282,0,328.500,282.500,Dorsal
155,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0155-0283,0,527.500,283.500,Dorsal
156,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0156-0284,0,615.500,284.500,Dorsal
157,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0157-0285,0,546.500,285.500,Dorsal
158,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0158-0290,0,226.500,290.500,Dorsal
159,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0159-0290,0,781.500,290.500,Dorsal
160,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0160-0291,0,258.500,291.500,Dorsal
161,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0161-0292,0,468.500,292.500,Dorsal
162,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0162-0292,0,682.500,292.500,Dorsal
163,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0163-0292,0,797.500,292.500,Dorsal
164,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0164-0293,0,199.500,293.500,Dorsal
165,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0165-0294,0,598.500,294.500,Dorsal
166,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0166-0295,0,645.500,295.500,Dorsal
167,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0167-0298,0,334.500,298.500,Dorsal
168,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0168-0298,0,581.500,298.500,Dorsal
169,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0169-0300,0,564.500,300.500,Dorsal
170,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0170-0301,0,475.500,301.500,Dorsal
171,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0171-0302,0,222.500,302.500,Dorsal
172,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0172-0303,0,625.500,303.500,Dorsal
173,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0173-0304,0,256.500,304.500,Dorsal
174,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0174-0304,0,550.500,304.500,Dorsal
175,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0175-0307,0,591.500,307.500,Dorsal
176,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0176-0308,0,539.500,308.500,Dorsal
177,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0177-0309,0,720.500,309.500,Dorsal
178,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0178-0310,0,740.500,310.500,Dorsal
179,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0179-0311,0,817.500,311.500,Dorsal
180,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0180-0312,0,572.500,312.500,Dorsal
181,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0181-0314,0,237.500,314.500,Dorsal
182,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0182-0314,0,499.500,314.500,Dorsal
183,C1-vms40_6a_F1_Lm3_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0183-0314,255,523.500,314.500,Dorsal
