 ,Label,Mean,X,Y,Position
40,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0040-0180,0,640.500,180.500,Dorsal
41,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0041-0181,0,528.500,181.500,Dorsal
42,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0042-0182,0,381.500,182.500,Dorsal
43,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0043-0182,0,564.500,182.500,Dorsal
44,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0044-0188,0,418.500,188.500,Dorsal
45,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0045-0188,0,608.500,188.500,Dorsal
46,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0046-0190,0,391.500,190.500,Dorsal
47,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0047-0190,0,661.500,190.500,Dorsal
48,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0048-0191,0,480.500,191.500,Dorsal
49,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0049-0191,0,621.500,191.500,Dorsal
50,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0050-0192,0,541.500,192.500,Dorsal
51,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0051-0198,0,403.500,198.500,Dorsal
52,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0052-0198,0,633.500,198.500,Dorsal
53,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0053-0200,0,601.500,200.500,Dorsal
54,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0054-0201,0,446.500,201.500,Dorsal
55,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0055-0202,0,542.500,202.500,Dorsal
56,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0056-0204,0,382.500,204.500,Dorsal
57,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0057-0204,0,422.500,204.500,Dorsal
58,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0058-0204,0,488.500,204.500,Dorsal
59,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0059-0204,0,592.500,204.500,Dorsal
60,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0060-0207,0,530.500,207.500,Dorsal
61,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0061-0207,0,564.500,207.500,Dorsal
62,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0062-0210,0,397.500,210.500,Dorsal
63,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0063-0213,0,438.500,213.500,Dorsal
64,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0064-0213,0,622.500,213.500,Dorsal
65,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0065-0213,0,635.500,213.500,Dorsal
66,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0066-0213,0,674.500,213.500,Dorsal
67,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0067-0215,0,404.500,215.500,Dorsal
68,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0068-0215,0,651.500,215.500,Dorsal
69,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0069-0216,0,478.500,216.500,Dorsal
70,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0070-0219,0,416.500,219.500,Dorsal
71,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0071-0219,0,540.500,219.500,Dorsal
72,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0072-0220,0,394.500,220.500,Dorsal
73,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0073-0222,0,570.500,222.500,Dorsal
74,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0074-0222,0,604.500,222.500,Dorsal
75,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0075-0224,0,527.500,224.500,Dorsal
76,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0076-0226,0,471.500,226.500,Dorsal
77,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0077-0226,0,619.500,226.500,Dorsal
78,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0078-0230,0,354.500,230.500,Dorsal
79,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0079-0231,0,433.500,231.500,Dorsal
80,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0080-0231,0,489.500,231.500,Dorsal
81,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0081-0232,0,395.500,232.500,Dorsal
82,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0082-0234,0,454.500,234.500,Dorsal
83,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0083-0234,0,561.500,234.500,Dorsal
84,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0084-0234,0,651.500,234.500,Dorsal
85,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0085-0236,0,409.500,236.500,Dorsal
86,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0086-0236,0,685.500,236.500,Dorsal
87,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0087-0238,0,473.500,238.500,Dorsal
88,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0088-0238,0,623.500,238.500,Dorsal
89,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0089-0240,0,348.500,240.500,Dorsal
90,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0090-0240,0,428.500,240.500,Dorsal
91,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0091-0242,0,442.500,242.500,Dorsal
92,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0092-0242,0,494.500,242.500,Dorsal
93,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0093-0243,0,629.500,243.500,Dorsal
94,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0094-0243,0,669.500,243.500,Dorsal
95,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0095-0246,0,464.500,246.500,Dorsal
96,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0096-0248,0,390.500,248.500,Dorsal
97,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0097-0249,0,481.500,249.500,Dorsal
98,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0098-0249,0,649.500,249.500,Dorsal
99,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0099-0252,0,427.500,252.500,Dorsal
100,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0100-0252,0,519.500,252.500,Dorsal
101,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0101-0256,0,336.500,256.500,Dorsal
102,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0102-0257,0,686.500,257.500,Dorsal
103,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0103-0260,0,637.500,260.500,Dorsal
104,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0104-0261,0,668.500,261.500,Dorsal
105,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0105-0263,0,349.500,263.500,Dorsal
106,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0106-0264,0,383.500,264.500,Dorsal
107,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0107-0266,0,445.500,266.500,Dorsal
108,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0108-0269,0,555.500,269.500,Dorsal
109,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0109-0270,0,333.500,270.500,Dorsal
110,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0110-0270,0,361.500,270.500,Dorsal
111,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0111-0274,0,656.500,274.500,Dorsal
112,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0112-0275,0,527.500,275.500,Dorsal
113,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0113-0276,0,346.500,276.500,Dorsal
114,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0114-0276,0,682.500,276.500,Dorsal
115,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0115-0277,0,449.500,277.500,Dorsal
116,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0116-0282,0,357.500,282.500,Dorsal
117,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0117-0282,0,383.500,282.500,Dorsal
118,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0118-0286,0,318.500,286.500,Dorsal
119,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0119-0286,0,373.500,286.500,Dorsal
120,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0120-0290,0,343.500,290.500,Dorsal
121,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0121-0291,0,358.500,291.500,Dorsal
122,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0122-0291,0,618.500,291.500,Dorsal
123,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0123-0294,0,328.500,294.500,Dorsal
124,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0124-0295,0,384.500,295.500,Dorsal
125,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0125-0303,0,345.500,303.500,Dorsal
126,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0126-0304,0,395.500,304.500,Dorsal
127,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0127-0307,0,605.500,307.500,Dorsal
128,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0128-0310,0,372.500,310.500,Dorsal
129,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0129-0310,0,682.500,310.500,Dorsal
130,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0130-0311,0,358.500,311.500,Dorsal
131,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0131-0312,0,310.500,312.500,Dorsal
132,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0132-0316,0,620.500,316.500,Dorsal
133,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0133-0318,0,398.500,318.500,Dorsal
134,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0134-0322,0,682.500,322.500,Dorsal
135,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0135-0328,0,320.500,328.500,Dorsal
136,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0136-0330,0,681.500,330.500,Dorsal
137,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0137-0331,0,670.500,331.500,Dorsal
138,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0138-0334,0,286.500,334.500,Dorsal
139,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0139-0339,0,665.500,339.500,Dorsal
140,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0140-0342,0,459.500,342.500,Dorsal
141,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0141-0343,0,314.500,343.500,Dorsal
142,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0142-0348,0,305.500,348.500,Dorsal
143,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0143-0348,0,665.500,348.500,Dorsal
144,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0144-0351,0,540.500,351.500,Dorsal
145,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0145-0351,0,655.500,351.500,Dorsal
146,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0146-0352,0,286.500,352.500,Dorsal
147,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0147-0353,0,492.500,353.500,Dorsal
148,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0148-0356,0,603.500,356.500,Dorsal
149,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0149-0357,0,338.500,357.500,Dorsal
150,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0150-0361,0,624.500,361.500,Dorsal
151,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0151-0363,0,660.500,363.500,Dorsal
152,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0152-0365,0,459.500,365.500,Dorsal
153,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0153-0365,0,546.500,365.500,Dorsal
154,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0154-0365,0,587.500,365.500,Dorsal
155,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0155-0366,0,648.500,366.500,Dorsal
156,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0156-0368,0,295.500,368.500,Dorsal
157,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0157-0368,0,471.500,368.500,Dorsal
158,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0158-0369,0,332.500,369.500,Dorsal
159,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0159-0370,0,634.500,370.500,Dorsal
160,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0160-0373,0,597.500,373.500,Dorsal
161,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0161-0374,0,376.500,374.500,Dorsal
162,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0162-0374,0,388.500,374.500,Dorsal
163,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0163-0375,0,356.500,375.500,Dorsal
164,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0164-0375,0,448.500,375.500,Dorsal
165,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0165-0375,0,614.500,375.500,Dorsal
166,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0166-0378,0,305.500,378.500,Dorsal
167,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0167-0378,0,652.500,378.500,Dorsal
168,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0168-0379,0,316.500,379.500,Dorsal
169,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0169-0384,0,338.500,384.500,Dorsal
170,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0170-0385,0,635.500,385.500,Dorsal
171,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0171-0389,0,351.500,389.500,Dorsal
172,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0172-0389,0,370.500,389.500,Dorsal
173,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0173-0390,0,527.500,390.500,Dorsal
174,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0174-0391,0,657.500,391.500,Dorsal
175,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0175-0396,0,454.500,396.500,Dorsal
176,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0176-0397,0,627.500,397.500,Dorsal
177,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0177-0398,0,558.500,398.500,Dorsal
178,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0178-0399,0,315.500,399.500,Dorsal
179,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0179-0403,0,542.500,403.500,Dorsal
180,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0180-0404,0,574.500,404.500,Dorsal
181,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0181-0404,0,642.500,404.500,Dorsal
182,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0182-0407,0,280.500,407.500,Dorsal
183,C1-vms40_6a_F1_Lm1_Biocytin488-HuCD-594-syt11bHCR647_1wpi_3D.czi:0183-0410,0,364.500,410.500,Dorsal
