 ,Label,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen
42,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,215.839,110.552,6.539,43
43,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.281,52.933,41,66,205.441,111.956,120.739,794
44,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,210.770,110.942,6.691,44
45,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.521,49.700,40,62,212.876,112.424,75.576,497
46,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,54.500,45,65,274.722,111.917,49.725,327
47,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,46.000,42,49,179.834,112.242,20.985,138
48,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,43.667,40,48,194.652,112.632,19.920,131
49,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,46.000,46,46,229.878,112.502,6.995,46
50,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.500,43,44,209.405,113.087,13.230,87
51,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,49.000,47,51,200.826,113.282,14.902,98
52,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.500,41,42,217.594,113.477,12.621,83
53,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.500,45,48,178.599,113.671,14.142,93
54,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.500,42,45,213.890,113.866,13.230,87
55,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,201.411,114.061,6.387,42
56,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,49.667,42,59,178.794,114.646,45.315,298
57,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,247.426,114.841,6.539,43
58,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,51.600,40,74,183.395,115.855,39.232,258
59,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,264.584,116.011,6.691,44
60,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,49.333,41,62,260.359,116.921,45.011,296
61,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,46.500,40,56,209.925,117.181,42.426,279
62,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.802,53.720,40,77,181.617,118.289,204.222,1343
63,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,222.469,118.351,6.539,43
64,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,50.500,42,57,225.198,118.546,46.075,303
65,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,56.833,40,72,204.076,120.626,51.854,341
66,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.500,45,50,196.147,120.691,14.446,95
67,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.000,43,47,201.606,120.691,13.686,90
68,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,221.689,121.081,6.083,40
69,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,188.543,121.861,6.083,40
70,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,45.667,40,56,223.378,122.510,20.833,137
71,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.369,46.667,41,60,198.465,122.944,63.867,420
72,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.000,40,46,183.278,124.980,13.077,86
73,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,200.241,125.370,6.235,41
74,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.000,45,47,208.625,126.150,13.990,92
75,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,4.866,46.188,40,64,216.217,128.234,224.750,1478
76,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,14.294,61.383,40,117,202.087,129.593,877.408,5770
77,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,226.368,127.320,6.083,40
78,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,43.800,40,47,219.973,127.944,33.302,219
79,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,205.311,128.490,6.083,40
80,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,218.959,128.490,6.539,43
81,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,216.619,129.270,6.083,40
82,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,219.349,129.270,6.083,40
83,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,226.368,129.270,6.235,41
84,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,218.569,130.050,6.083,40
85,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,225.588,130.050,6.387,42
86,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,224.808,130.439,6.539,43
87,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,227.148,130.439,6.083,40
88,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,45.500,40,54,206.042,131.268,55.351,364
89,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,203.751,131.999,6.235,41
90,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,45.000,45,45,209.210,132.389,6.843,45
91,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.000,45,49,101.388,132.974,14.294,94
92,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.456,45.333,41,49,196.992,132.909,20.681,136
93,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.281,55.467,41,78,205.441,133.403,126.517,832
94,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,40.000,40,40,271.018,132.974,12.165,80
95,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.912,47.000,40,58,266.988,133.689,42.882,282
96,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,268.873,133.559,6.539,43
97,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,53.000,53,53,270.823,133.949,8.059,53
98,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,208.040,134.339,6.387,42
99,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,265.363,134.339,6.387,42
100,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,53.000,53,53,269.263,134.339,8.059,53
101,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,47.500,46,49,266.533,134.924,14.446,95
102,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.217,60.625,40,94,210.965,135.558,73.751,485
103,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,42.000,41,43,207.065,135.509,12.773,84
104,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,45.000,42,47,198.369,136.133,34.214,225
105,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.000,40,42,207.845,136.289,12.469,82
106,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,54.000,42,72,126.540,136.991,41.057,270
107,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,209.600,137.459,6.083,40
108,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,4.410,60.517,41,90,126.311,138.803,266.872,1755
109,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,208.430,137.849,6.691,44
110,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,212.330,138.629,6.083,40
111,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,52.000,52,52,180.354,139.018,7.907,52
112,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,43.250,41,48,210.088,141.163,26.307,173
113,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,47.000,47,47,212.330,140.968,7.147,47
114,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,44.750,40,52,213.012,142.333,27.219,179
115,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,43.400,40,47,201.099,143.152,32.998,217
116,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,121.471,142.918,6.235,41
117,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,45.000,45,45,119.131,143.308,6.843,45
118,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,40.000,40,40,117.961,143.698,6.083,40
119,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,50.000,50,50,121.471,144.088,7.603,50
120,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,41.500,41,42,116.596,144.673,12.621,83
121,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,45.000,45,45,121.471,144.868,6.843,45
122,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,122.250,144.868,6.691,44
123,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.500,43,44,120.496,145.648,13.230,87
124,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,46.000,46,46,197.512,146.038,6.995,46
125,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.193,74.714,44,152,189.100,147.653,238.588,1569.000
126,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,47.000,47,47,190.492,146.818,7.147,47
127,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.500,41,52,158.711,147.207,14.142,93
128,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,53.500,40,70,197.512,148.085,32.542,214
129,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,200.631,148.377,6.235,41
130,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.064,48.857,40,58,194.225,149.380,52.006,342
131,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,44.000,44,44,190.102,149.157,6.691,44
132,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,52.000,52,52,138.629,150.327,7.907,52
133,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,42.000,42,42,203.361,150.327,6.387,42
134,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,51.000,47,55,189.517,150.717,15.511,102
135,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,46.000,46,46,192.052,150.717,6.995,46
136,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.760,44.800,41,50,194.704,151.185,34.062,224
137,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.889,57.579,40,87,217.255,151.907,166.358,1094
138,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.500,45,48,191.857,151.887,14.142,93
139,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,3.041,59.550,41,130,195.386,154.500,181.108,1191
140,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,54.417,40,87,199.169,155.981,99.298,653
141,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.608,42.750,40,50,193.807,155.786,26.003,171
142,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,43.000,43,43,203.556,155.397,13.077,86
143,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,1.825,55.500,41,79,192.312,156.469,101.275,666
144,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,2.585,53.235,43,87,194.988,156.910,137.618,905
145,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,43.000,43,43,196.732,156.176,6.539,43
146,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.152,41.000,41,41,122.640,156.566,6.235,41
147,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,46.000,40,52,193.417,158.126,13.990,92
148,vms20_3a_F2_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D_Total HCR Signal.tif,0.304,45.000,40,50,196.732,158.711,13.686,90
