 ,Label,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen
13,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,195.172,136.289,6.083,40
14,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,201.801,136.289,6.387,42
15,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,48.500,42,55,200.046,137.069,14.750,97
16,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,45.000,43,47,204.011,137.589,20.529,135
17,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,49.000,41,63,200.501,137.979,22.353,147
18,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,198.681,140.188,6.387,42
19,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,48.000,48,48,200.631,140.188,7.299,48
20,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,44.000,44,44,211.940,141.358,6.691,44
21,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,4.866,53.688,40,72,200.132,142.796,261.246,1718
22,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,46.500,44,49,197.901,143.503,14.142,93
23,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,41.500,40,43,199.266,144.478,12.621,83
24,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,198.681,148.377,6.083,40
25,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.912,52.500,41,69,210.185,150.197,47.900,315
26,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,213.500,150.717,6.083,40
27,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,51.750,48,59,191.077,153.642,31.477,207
28,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.912,50.167,40,67,205.766,156.696,45.771,301
29,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,43.000,43,43,214.280,156.176,6.539,43
30,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,45.750,41,51,210.088,172.554,27.828,183
31,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,2.585,53.529,41,77,210.426,176.064,138.378,910
32,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.369,56.000,41,74,212.806,176.671,76.640,504
33,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,3.345,50.000,41,60,210.540,178.528,167.270,1100
34,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,47.000,47,47,213.500,178.794,7.147,47
35,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,43.000,43,43,211.550,180.354,6.539,43
36,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,58.000,58,58,188.543,233.387,8.820,58
37,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,191.662,236.117,6.235,41
38,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,45.750,41,50,139.993,243.721,27.828,183
39,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,142.138,243.526,6.387,42
40,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.977,46.000,40,61,197.122,246.616,90.934,598
41,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,45.667,43,48,137.979,246.776,20.833,137
42,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,46.000,46,46,139.798,246.646,6.995,46
43,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,5.322,56.800,40,103,139.119,249.186,302.303,1988
44,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,140.578,247.816,6.387,42
45,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.912,60.167,43,77,287.006,268.288,54.895,361
46,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,44.750,40,49,85.010,295.585,27.219,179
47,Result of Result of C1-vms20_3a_F3_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.760,53.400,41,69,81.227,297.028,40.601,267
