 ,Label,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen
13,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,50.000,41,62,192.247,117.376,30.413,200
14,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,45.000,41,49,187.568,117.571,13.686,90
15,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,54.000,54,54,194.392,118.351,8.211,54
16,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,44.000,41,47,221.884,118.351,13.382,88
17,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,57.000,57,57,202.971,118.741,8.668,57
18,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.217,56.500,47,77,192.393,119.862,68.733,452
19,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,57.000,57,57,219.349,120.301,8.668,57
20,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,41.000,40,42,190.492,123.225,12.469,82
21,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.760,43.000,42,44,178.638,124.278,32.694,215
22,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.760,52.200,40,71,179.028,126.618,39.689,261
23,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.521,50.000,40,75,197.901,126.813,76.032,500
24,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.217,55.250,42,82,200.924,127.076,67.212,442
25,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,181.133,128.100,6.387,42
26,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,48.000,42,54,194.977,128.880,14.598,96
27,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,48.667,42,61,181.913,130.699,22.201,146
28,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,43.000,43,43,178.794,130.829,6.539,43
29,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,193.612,131.219,6.235,41
30,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,46.000,46,46,179.184,132.779,6.995,46
31,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.760,53.800,42,67,184.331,132.935,40.905,269
32,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,191.272,133.169,6.387,42
33,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.825,55.167,40,77,180.873,134.209,100.666,662
34,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,43.500,42,45,200.144,133.657,26.459,174
35,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.217,48.250,40,61,198.145,134.631,58.697,386
36,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,42.000,41,43,183.213,135.379,19.160,126
37,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,43.000,43,43,185.813,142.528,6.539,43
38,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,190.102,144.478,6.083,40
39,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.760,51.200,43,55,195.718,148.065,38.928,256
40,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,48.500,47,50,179.379,149.352,14.750,97
41,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,45.667,44,47,181.653,176.584,20.833,137
42,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.217,46.250,41,53,183.473,177.478,56.264,370
43,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,51.000,51,51,218.959,190.492,7.755,51
44,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,47.000,43,51,219.544,191.272,14.294,94
45,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,45.000,45,45,218.959,192.442,6.843,45
46,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,47.500,42,53,225.783,192.442,14.446,95
47,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,8.211,54.204,40,103,180.419,194.327,445.091,2927
48,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,46.000,41,51,223.833,192.832,13.990,92
49,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,184.643,193.222,6.235,41
50,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,183.083,194.782,6.387,42
51,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,47.667,41,57,175.674,196.602,21.745,143
52,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,8.211,53.889,40,97,181.271,198.652,442.506,2910
53,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,48.000,42,54,186.788,197.512,14.598,96
54,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,56.000,56,56,179.184,198.291,8.516,56
55,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,252.105,198.681,6.083,40
56,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,2.129,76.714,50,114,173.919,209.489,163.317,1074
57,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,214.280,218.179,6.387,42
58,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,215.839,218.569,6.235,41
59,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,14.750,65.052,40,129,214.850,222.730,959.523,6310
60,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,43.500,40,47,217.594,221.104,13.230,87
61,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,49.667,40,68,219.349,221.689,22.658,149
62,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,2.433,51.250,40,78,218.715,223.005,124.692,820
63,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,51.000,51,51,220.909,222.858,7.755,51
64,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,47.000,47,47,220.519,224.418,7.147,47
65,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,44.500,43,46,220.324,225.393,13.534,89
66,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,5.322,59.943,41,87,219.293,228.240,319.030,2098
67,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,51.000,51,51,216.229,228.318,7.755,51
68,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.912,50.167,42,56,222.274,229.423,45.771,301
69,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,44.667,40,54,215.059,229.878,20.377,134
70,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,52.500,50,55,220.129,230.073,15.967,105
71,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,44.000,42,46,218.959,230.268,20.072,132
72,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,214.669,232.217,6.235,41
73,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,44.500,43,48,212.817,232.900,27.067,178
74,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,214.280,233.387,6.083,40
75,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,44.000,44,44,220.129,236.897,6.691,44
76,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,48.000,48,48,197.512,237.287,7.299,48
77,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,45.000,45,45,202.581,241.966,6.843,45
78,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,46.000,45,47,143.308,242.941,13.990,92
79,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,139.798,245.086,6.387,42
80,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.608,44.250,42,46,128.977,250.838,26.915,177
81,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,43.000,43,43,127.320,251.325,6.539,43
82,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,124.200,254.445,6.235,41
83,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.456,45.333,41,54,122.510,256.914,20.681,136
84,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.304,68.500,52,85,135.899,260.099,20.833,137
85,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,44.000,44,44,159.686,275.892,6.691,44
86,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,1.217,48.125,41,63,124.103,285.641,58.545,385
87,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,40.000,40,40,122.250,286.031,6.083,40
88,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,43.000,43,43,123.810,287.591,6.539,43
89,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,42.000,42,42,122.640,287.981,6.387,42
90,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,41.000,41,41,110.162,289.541,6.235,41
91,Result of Result of C1-vms20_3a_F1_L1_Dapi-gad1b-chGFP488-vglut2-rbRFP594-syt11b-B3-647_3D-1.czi_HCR inside celltype.tif,0.152,46.000,46,46,279.792,291.490,6.995,46
